study_accession	verdict	confidence	body_site_signal	evidence	reasoning	host_species	n_samples	library_source	library_strategy	paper_title	tier
PRJNA1336314	NOT_METAGENOMIC	high	explicit	library_source: TRANSCRIPTOMIC; library_strategy: AMPLICON	This is an amplicon study (16S, not shotgun) with transcriptomic library source, not shotgun metagenomics, despite the gut body site being explicitly stated.	Mus musculus	54	TRANSCRIPTOMIC	AMPLICON	Colonization by Akkermansia muciniphila modulates central nervous system autoimmunity in an ecological context-dependent manner.	EXCLUDED
PRJEB85982	NOT_METAGENOMIC	high	none	library_source: GENOMIC (not METAGENOMIC); sample is 'B. subtilis sample 01' indicating single-organism isolate, not community DNA	This is a single bacterial strain genome (Bacillus subtilis GM_03 isolated from Galleria mellonella), not a shotgun metagenomic community study, as indicated by GENOMIC library_source and the specific strain designation.	Bacillus subtilis	2	GENOMIC	WGS	Characterising the Multiple-Plastic Degrading Strain of Bacillus subtilis GM_03 From the Galleria mellonella Microbiome.	EXCLUDED
PRJNA1088789	GUT_WGS	high	explicit	Paper title: 'The Influence of Diet on the Composition and Function of Gut Microbiota in Four Snake Species'; library_source: METAGENOMIC; library_strategy: WGS; host organisms are snake species (Elaphe taeniura, Pareas formosensis, Protobothrops jerdonii, Rhabdophis chiwen)	The paper title explicitly states this is a study of 'Gut Microbiota' in snakes, with shotgun metagenomic sequencing (WGS library_strategy, METAGENOMIC library_source) of animal hosts.	Elaphe taeniura	12	METAGENOMIC	WGS	The Influence of Diet on the Composition and Function of Gut Microbiota in Four Snake Species.	CONFIRMED_GUT
PRJNA1306187	GUT_WGS	medium	inferred	Paper title: 'Isolation by distance promotes strain diversification in the wild mouse gut microbiota.' Library_source: METAGENOMIC. Library_strategy: WGS.	The paper title explicitly mentions 'mouse gut microbiota' and the library metadata confirm shotgun metagenomic approach (WGS + METAGENOMIC), but body site is not stated in structured metadata fields—only inferred from the paper title.		94	METAGENOMIC	WGS	Isolation by distance promotes strain diversification in the wild mouse gut microbiota.	CONFIRMED_GUT
PRJNA1206451	GUT_WGS	high	explicit	Biome label: 'gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'Hi-C' (shotgun metagenomics approach); host organism: 'Apis mellifera' (honey bee)	The biome label explicitly states 'gut metagenome', the library source is metagenomic (community DNA), and Hi-C is a shotgun metagenomics method applied to an animal host.	Apis mellifera	3	METAGENOMIC	Hi-C	Hi-C-resolved metagenomics reveals host range variation among mobile genetic elements within the European honey bee.	CONFIRMED_GUT
PRJNA1270017	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON (16S rRNA metagenome analysis); biome label: gut metagenome; host organism: Labeo rohita (fish)	This is 16S rRNA amplicon sequencing, not shotgun/WGS metagenomics, despite the biome label stating 'gut metagenome' and the paper title mentioning 'metagenome analysis'—the AMPLICON strategy explicitly indicates targeted 16S rRNA gene surveys rather than whole-genome shotgun sequencing.	Labeo rohita	20	METAGENOMIC	AMPLICON	16S rRNA metagenome analysis of gut bacteriome of Rohu (Labeo rohita) from Halda River and Kaptai Lake, Bangladesh.	EXCLUDED
PRJNA1264687	GUT_WGS	high	explicit	Paper title: 'Characterization of DNA Viruses in Hindgut Contents of Protaetia brevitarsis Larvae'; Isolation source: 'hindgut contents'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'; Host organism: 'Protaetia brevitarsis' (an animal beetle larva)	The study explicitly targets hindgut contents (a gut compartment) using shotgun metagenomic sequencing (WGS) of an animal host, meeting all criteria for GUT_WGS classification.	Protaetia brevitarsis	10	METAGENOMIC	WGS	Characterization of DNA Viruses in Hindgut Contents of Protaetia brevitarsis Larvae.	CONFIRMED_GUT
PRJNA1023051	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, not WGS or METAGENOMIC shotgun sequencing, which disqualifies this as a shotgun metagenomic study despite the gut isolation source and metagenomic library source designation.	Pachnoda	90	METAGENOMIC	AMPLICON	The highly differentiated gut of Pachnoda marginata hosts sequential microbiomes: microbial ecology and potential applications.	EXCLUDED
PRJEB47909	GUT_WGS	high	explicit	Biome label: 'human gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	The biome label explicitly states 'human gut metagenome', library_source is METAGENOMIC (community DNA), and library_strategy is WGS (shotgun), meeting all criteria for shotgun metagenomic study of gut microbiome.		115	METAGENOMIC	WGS	Shared environments complicate the use of strain-resolved metagenomics to infer microbiome transmission.	CONFIRMED_GUT
PRJNA1135081	UNCERTAIN	low	none	ENA study title: 'MIMS Environmental/Metagenome sample from metagenome'; Biome label: 'metagenome'; Host organism: (none); Host body site: (none); Isolation source: (none)	While library_source=METAGENOMIC and library_strategy=WGS confirm shotgun metagenomics methodology, the complete absence of host organism, body site, and isolation source information, combined with the explicit labeling as 'Environmental/Metagenome' with no gut-specific descriptors, makes it impossible to determine whether this is an animal gut microbiome study or an environmental sample.	Papio cynocephalus	126	METAGENOMIC	WGS	Shared environments complicate the use of strain-resolved metagenomics to infer microbiome transmission.	REVIEW
PRJNA1091202	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S amplicon sequencing, not shotgun metagenomic sequencing (WGS/METAGENOMIC), regardless of the gut microbiome source.	Pangasius pangasius	9	METAGENOMIC	AMPLICON	Melodious tuning of microbial dynamics in biofloc, cage, and pond culturing system: a study on Pangasius pangasius fish gut microbiome.	EXCLUDED
PRJNA1092791	GUT_WGS	high	explicit	Biome label: 'gut metagenome'; Isolation source: 'feces'; Library strategy: 'WGS'; Library source: 'METAGENOMIC'	Multiple explicit indicators confirm shotgun metagenomic sequencing of gut microbiota: fecal samples from multiple animal hosts with explicit 'gut metagenome' biome designation and WGS metagenomic methodology.	Mus musculus	41	METAGENOMIC	WGS	Colonization of microbiota derived from Macaca fascicularis, Bama miniature pigs, beagle dogs, and C57BL/6J mice alleviates DSS-induced colitis in germ-free mice.	CONFIRMED_GUT
PRJNA987959	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON; library_source: GENOMIC	AMPLICON sequencing (16S rRNA) is not shotgun metagenomics, regardless of the gut body site explicitly stated in the isolation source (feces).	Lactobacillus	20	GENOMIC	AMPLICON	Metagenomic comparison of intestinal microbiota between normal and liver fibrotic rhesus macaques (Macaca mulatta).	EXCLUDED
PRJNA1060930	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the isolation source explicitly states 'fecal sample' (gut proxy) and library_source is METAGENOMIC, the library_strategy is AMPLICON, which indicates 16S rRNA gene sequencing rather than shotgun metagenomics, disqualifying this as a WGS metagenomic study.	Apodemus agrarius	70	METAGENOMIC	AMPLICON	Green spaces contribute to structural resilience of the gut microbiota in urban mammals.	EXCLUDED
PRJNA956273	GUT_WGS	high	explicit	Isolation source: 'intestinal content 1; intestinal content 10; intestinal content 11; intestinal content 12; intestinal content 2; intestinal content 3; intestinal content 4; intestinal content 5'; Biome label: 'mouse gut metagenome'; ENA study title: 'Metagenome or environmental sample from mouse gut metagenome'; library_source: 'METAGENOMIC'; Host organism: 'Mus musculus'	Multiple explicit statements confirm shotgun metagenomic sequencing of mouse intestinal/gut content: isolation source clearly specifies intestinal content, biome label identifies gut metagenome, library_source confirms metagenomic community DNA, and host is a rodent.	Mus musculus	12	METAGENOMIC	OTHER	Metagenomic and metabolomic analysis showing the adverse risk-benefit trade-off of the ketogenic diet.	CONFIRMED_GUT
PRJNA1120330	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study used AMPLICON sequencing (16S), not shotgun/WGS metagenomics, despite targeting the gut microbiome of broilers (Gallus gallus cecal digesta).	Gallus gallus	36	METAGENOMIC	AMPLICON	Effects of a biotechnologically produced Pleurotus sapidus mycelium on gut microbiome, liver transcriptome and plasma metabolome of broilers.	EXCLUDED
PRJNA1021612	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	AMPLICON sequencing (16S) is explicitly stated as the library strategy, which is not shotgun/WGS metagenomic sequencing despite the metagenomic source label.	Callithrix jacchus	68	METAGENOMIC	AMPLICON	Group membership, not diet, structures the composition and functional potential of the gut microbiome in a wild primate.	EXCLUDED
PRJNA1028484	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON (16S), not WGS/METAGENOMIC shotgun sequencing, which disqualifies this from being a shotgun metagenomic study regardless of the gut body site.	Mauremys reevesii	9	METAGENOMIC	AMPLICON	Metagenomics Analysis Reveals the Composition and Functional Differences of Fecal Microbiota in Wild, Farm, and Released Chinese Three-Keeled Pond Turtles (Mauremys reevesii).	EXCLUDED
PRJNA994721	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the study targets a gut site (fecal microbiota) in an animal host, the library_strategy is explicitly AMPLICON, not WGS/METAGENOMIC shotgun sequencing, making this a 16S amplicon study rather than shotgun metagenomics.	Mauremys reevesii	16	METAGENOMIC	AMPLICON	Metagenomics Analysis Reveals the Composition and Functional Differences of Fecal Microbiota in Wild, Farm, and Released Chinese Three-Keeled Pond Turtles (Mauremys reevesii).	EXCLUDED
PRJNA884830	GUT_WGS	high	explicit	ENA study title: 'Metagenome or environmental sample from feces metagenome'; Biome label: 'feces metagenome'; Isolation source: 'faeces sample'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	Multiple explicit statements confirm fecal/faecal sampling (gut-proxy) combined with shotgun metagenomic sequencing of the gut microbiota of Rhinopithecius bieti (a primate host).	feces metagenome	1	METAGENOMIC	WGS	Metagenomic and culture-dependent analysis of Rhinopithecius bieti gut microbiota and characterization of a novel genus of Sphingobacteriaceae.	CONFIRMED_GUT
PRJNA1105222	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study used AMPLICON sequencing strategy (16S), not shotgun/WGS metagenomic sequencing, despite targeting the gut microbiome.	stool	1	GENOMIC	AMPLICON	The protective role of phlorizin against lipopolysaccharide-induced acute orchitis in mice associated with changes in gut microbiota composition.	EXCLUDED
PRJNA1054352	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	The sequencing strategy is explicitly AMPLICON (16S), not WGS/METAGENOMIC shotgun, disqualifying it from the GUT_WGS category regardless of host or inferred body site.	Danio rerio	30	METAGENOMIC	AMPLICON	Magnolia Officinalis Alcohol Extract Alleviates the Intestinal Injury Induced by Polygala Tenuifolia Through Regulating the PI3K/AKT/NF-κB Signaling Pathway and Intestinal Flora.	EXCLUDED
PRJNA1054761	GUT_WGS	medium	inferred	Paper title mentions 'Intestinal Injury' and 'Intestinal Flora'; Host organism is Danio rerio (zebrafish); library_source=METAGENOMIC; library_strategy=WGS; isolation_source lists Danio rerio specimens	The paper title explicitly discusses intestinal injury and intestinal flora regulation in the context of a treatment study, and the metagenomic WGS approach applied to Danio rerio specimens strongly indicates gut microbiome sampling, though the host body site field is not explicitly stated in the metadata.	Danio rerio	30	METAGENOMIC	WGS	Magnolia Officinalis Alcohol Extract Alleviates the Intestinal Injury Induced by Polygala Tenuifolia Through Regulating the PI3K/AKT/NF-κB Signaling Pathway and Intestinal Flora.	CONFIRMED_GUT
PRJNA861709	NOT_GUT	high	explicit	Isolation source(s): Digestive tract; salivary gland	While digestive tract is mentioned, the primary focus is salivary gland bacteria from sand flies (Phlebotomus papatasi, an insect vector), not a vertebrate animal's gut microbiome, and the study explicitly examines bacteria in forced salivation/infectious inoculum rather than fecal/intestinal content.	Sand fly	2	METAGENOMIC	CLONE	Characterization of bacteria expectorated during forced salivation of the Phlebotomus papatasi: A neglected component of sand fly infectious inoculums.	EXCLUDED
PRJNA843354	GUT_WGS	high	explicit	ENA study title: 'Metagenome or environmental sample from bovine gut metagenome'; Biome label: 'bovine gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'; Host organism: 'Bos taurus'	Study explicitly identifies bovine gut metagenome as the target, uses shotgun metagenomic sequencing (WGS + METAGENOMIC library source) of a bovine (Bos taurus) host.	Bos taurus	32	METAGENOMIC	WGS	Multi-omics strategy reveals potential role of antimicrobial resistance and virulence factor genes responsible for Simmental diarrheic calves caused by Escherichia coli.	CONFIRMED_GUT
PRJNA1006090	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly stated as AMPLICON, which indicates 16S rRNA gene sequencing rather than shotgun metagenomics (WGS), disqualifying this from the GUT_WGS category despite clear gut body site and animal host evidence.	Equus caballus	111	METAGENOMIC	AMPLICON	Relationship between the components of mare breast milk and foal gut microbiome: shaping gut microbiome development after birth.	EXCLUDED
PRJNA863425	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	AMPLICON sequencing (16S) is explicitly stated, which is not shotgun metagenomics regardless of the metagenomic biome label.	C57BL/6 mice	220	METAGENOMIC	AMPLICON	Short-term exposure to antibiotics begets long-term disturbance in gut microbial metabolism and molecular ecological networks.	EXCLUDED
PRJNA805352	GUT_WGS	high	explicit	Isolation source: 'gut'; ENA study title: 'Metagenome or environmental sample from insect gut metagenome'; Biome label: 'insect gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	Multiple explicit statements confirm shotgun metagenomic sequencing of gut microbiota from an insect host (Cnaphalocrocis medinalis, a rice pest).	Cnaphalocrocis medinalis	1	METAGENOMIC	WGS	Metagenomic Analyses Reveal Gut Microbial Profiles of Cnaphalocrocis medinalis Driven by the Infection of Baculovirus CnmeGV.	CONFIRMED_GUT
PRJNA774646	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing (16S), not shotgun/WGS metagenomic sequencing, making it ineligible for GUT_WGS classification despite explicit gut microbiome content.	Cap_10;Cap 10	84	METAGENOMIC	AMPLICON	Dysbiosis of Gut Microbiome Aggravated Male Infertility in Captivity of Plateau Pika.	EXCLUDED
PRJNA810901	NOT_METAGENOMIC	high	none	library_source: TRANSCRIPTOMIC; library_strategy: RNA-Seq	The study used RNA-Seq on transcriptomic library source, which is not shotgun metagenomic sequencing of community DNA; this is a transcriptomic study, not a shotgun metagenomics study.	Ochotona	18	TRANSCRIPTOMIC	RNA-Seq	Dysbiosis of Gut Microbiome Aggravated Male Infertility in Captivity of Plateau Pika.	EXCLUDED
PRJNA924947	GUT_WGS	high	explicit	ENA study title: 'Metagenome or environmental sample from gut metagenome'; Biome label: 'gut metagenome'; Paper title mentions 'gut microbiome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	Multiple explicit statements confirm shotgun metagenomic sequencing (WGS + METAGENOMIC library_source) of animal gut microbiome from Holstein calves.	bovine	12	METAGENOMIC	WGS	Intake of compound probiotics accelerates the construction of immune function and gut microbiome in Holstein calves.	CONFIRMED_GUT
PRJNA1011488	NOT_METAGENOMIC	high	explicit	library_strategy: RNA-Seq	The library_strategy is explicitly RNA-Seq, which indicates transcriptomic sequencing of RNA rather than shotgun metagenomic sequencing of community DNA (WGS/METAGENOMIC), despite the library_source being labeled as METAGENOMIC.	Cricetinae	15	METAGENOMIC	RNA-Seq	The gut microbe pair of Oribacterium sp. GMB0313 and Ruminococcus sp. GMB0270 confers complete protection against SARS-CoV-2 infection by activating CD8+ T cell-mediated immunity.	EXCLUDED
PRJNA1043846	GUT_WGS	medium	inferred	library_strategy: WGS, library_source: METAGENOMIC, paper title mentions 'Enterococcus casseliflavus regulates amino acid metabolism in edible insect', host organism Clanis bilineata (an edible insect), isolation_source: 'edible insects'	Shotgun metagenomic study (WGS + METAGENOMIC) of an insect host with a gut-associated bacterial taxon (Enterococcus) mentioned in the title and functional investigation of amino acid metabolism, strongly suggesting gut microbiome, but body site not explicitly stated so confidence is medium and signal is inferred.	Clanis bilineata	9	METAGENOMIC	WGS	Enterococcus casseliflavus regulates amino acid metabolism in edible insect Clanis bilineata tsingtauica: a functional metagenomics study.	CONFIRMED_GUT
PRJNA947933	GUT_WGS	high	explicit	Paper title: 'Time series of chicken stool metagenomics...'; ENA study title: 'Metagenome or environmental sample from gut metagenome'; Biome label: 'gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'	Multiple explicit sources confirm this is shotgun metagenomic sequencing (WGS + METAGENOMIC library source) of chicken gut material (stool explicitly mentioned in paper title, 'gut metagenome' in ENA records).	Gallus gallus domesticus	44	METAGENOMIC	WGS	Time series of chicken stool metagenomics and egg metabolomics in changing production systems: preliminary insights from a proof-of-concept.	CONFIRMED_GUT
PRJNA1023379	NOT_GUT	high	explicit	Biome label: 'bioreactor metagenome'; ENA study title: 'Metagenome or environmental sample from bioreactor metagenome'; Isolation source: 'Bioreactor enriched with Kyphosidae...' (all samples from bioreactor, not from animal); library_strategy: WGS; library_source: METAGENOMIC	Although the bioreactor was enriched with fish gut contents as source material, the actual sequenced samples are from bioreactor cultures (an in vitro enrichment system), not from the animal's gut itself, making this an environmental metagenomics study rather than a direct gut microbiome study.	bioreactor metagenome	10	METAGENOMIC	WGS	Enrichable consortia of microbial symbionts degrade macroalgal polysaccharides in Kyphosus fish.	EXCLUDED
PRJNA819194	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly listed as AMPLICON, which is 16S/marker-gene sequencing, not shotgun metagenomics (WGS/METAGENOMIC), despite the gut origin being clearly stated.	Kyphosus vaigiensis	37	GENOMIC	AMPLICON	Enrichable consortia of microbial symbionts degrade macroalgal polysaccharides in Kyphosus fish.	EXCLUDED
PRJNA1067830	GUT_WGS	high	explicit	ENA study title: 'Metagenome or environmental sample from mouse gut metagenome'; Isolation source(s): 'Cecal contents', 'Ileal contents', 'fecal sample'; library_source: 'METAGENOMIC'; Host organism(s): 'Mus musculus'	The study explicitly targets mouse gut microbiome (metagenome from mouse gut) using metagenomic shotgun sequencing (METAGENOMIC library source), with isolation sources confirming gut-associated body sites (cecal contents, ileal contents, fecal sample).	Mus musculus	312	METAGENOMIC	OTHER	Prevotella copri and microbiota members mediate the beneficial effects of a therapeutic food for malnutrition.	CONFIRMED_GUT
PRJNA876316	GUT_WGS	high	explicit	Isolation source: 'gut microbiota'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'; Paper title explicitly mentions 'Gut microbiota in the association between obesity and kidney function decline: a metagenomics-based study in a rat model'	The isolation source explicitly states 'gut microbiota', the library strategy is WGS (shotgun metagenomics), and the paper title confirms this is a metagenomics-based study of gut microbiota in a rat model.	Ruminococcus sp.	1	METAGENOMIC	WGS	Gut microbiota in the association between obesity and kidney function decline: a metagenomics-based study in a rat model.	CONFIRMED_GUT
PRJNA685398	GUT_WGS	high	explicit	Isolation source: 'gut'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'; Host organism: 'Apis mellifera'; Paper title explicitly mentions 'honey bee gut microbiome survey'	Shotgun metagenomic (WGS library strategy, METAGENOMIC library source) sequencing of an animal (honey bee) gut microbiome with explicit statement of gut isolation source.	Apis mellifera	40	METAGENOMIC	WGS	Apis mellifera filamentous virus from a honey bee gut microbiome survey in Hungary.	CONFIRMED_GUT
PRJNA1047345	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing (not shotgun/WGS), which is explicitly stated as 16S or similar marker-gene approaches, not whole-genome shotgun metagenomic sequencing.	rat	40	OTHER	AMPLICON	Effects of nano-cerium dioxide on intestinal microflora in rats by oral subchronic exposure.	EXCLUDED
PRJNA1049576	GUT_WGS	medium	inferred	Paper title states 'gut microbiota'; library_source='METAGENOMIC'; library_strategy='WGS'; host organism=Rattus norvegicus (rat); no explicit body_site field provided in metadata.	The paper title explicitly mentions 'gut microbiota' and the study uses shotgun metagenomic sequencing (WGS + METAGENOMIC) of a rat, but the body_site is not explicitly stated in the structured metadata, requiring inference from the paper title.	Rattus norvegicus	28	METAGENOMIC	WGS	Sleep deprivation-induced anxiety-like behaviors are associated with alterations in the gut microbiota and metabolites.	CONFIRMED_GUT
PRJNA1029996	UNCERTAIN	low	explicit	Biome label states 'mouse gut metagenome'; however, library_strategy is 'ssRNA-seq' (RNA sequencing) rather than WGS/METAGENOMIC (shotgun DNA)	While the gut body site is explicitly stated in the biome label, the library_strategy of ssRNA-seq indicates transcriptomic sequencing (RNA), not shotgun metagenomic DNA sequencing, creating a fundamental contradiction that cannot be resolved with given evidence.	missing	109	GENOMIC	ssRNA-seq	Oral supplementation of gut microbial metabolite indole-3-acetate alleviates diet-induced steatosis and inflammation in mice.	REVIEW
PRJNA1019009	UNCERTAIN	low	none	library_source: GENOMIC; library_strategy: WGS; Paper title mentions 'lipid metabolism between pig breeds' and 'meta-omics'; Host body site field is empty; Isolation source field is empty	While the paper title mentions 'meta-omics' (suggesting metagenomic analysis) and WGS is specified, the library_source is listed as GENOMIC (not METAGENOMIC), and critically, no body site is explicitly stated or inferrable—the study could be whole-genome sequencing of pig breeds, a fecal metagenomics study, or something else entirely, and the lipid metabolism focus does not clarify whether this is gut microbiome analysis or host genomics.	Sus scrofa	30	GENOMIC	WGS	Integrated meta-omics reveals the regulatory landscape involved in lipid metabolism between pig breeds.	REVIEW
PRJNA1031251	GUT_WGS	high	explicit	ENA study title: 'Metagenome or environmental sample from gut metagenome'; Biome label: 'gut metagenome'; Paper title mentions 'chicken gut microbiota'; library_strategy: WGS	Multiple explicit statements confirm shotgun metagenomic sequencing of chicken gut microbiota, with WGS strategy and gut metagenome clearly identified in study and biome labels.	missing	34	OTHER	WGS	Metagenome-assembled genome reveals species and functional composition of Jianghan chicken gut microbiota and isolation of Pediococcus acidilactic with probiotic properties.	CONFIRMED_GUT
PRJEB71614	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing strategy (16S), not shotgun/WGS metagenomics, despite being labeled metagenomic in library_source; amplicon studies are excluded from GUT_WGS classification.	Sus scrofa	144	METAGENOMIC	AMPLICON	Impact of precursor-derived peracetic acid on post-weaning diarrhea, intestinal microbiota, and predicted microbial functional genes in weaned pigs.	EXCLUDED
PRJNA948469	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON; Sample titles explicitly state '16S rRNA reads'; Isolation source explicitly states 'hindgut sample'	This is a 16S rRNA amplicon study, not shotgun metagenomics (WGS), despite being from a gut site and animal host.	Epibolus pulchripes	54	GENOMIC	AMPLICON	Functional similarity, despite taxonomical divergence in the millipede gut microbiota, points to a common trophic strategy.	EXCLUDED
PRJNA960650	UNCERTAIN	low	none	Host body site: (none); Isolation source: 'Bee'; library_source: METAGENOMIC; library_strategy: RNA-Seq	While metagenomic sequencing of an insect (bee) is confirmed, the body site is not explicitly stated and cannot be reliably inferred from 'Bee' alone, as bee microbiomes can be sampled from gut, surface, or other tissues; RNA-Seq also suggests this may be transcriptomic rather than pure shotgun genomic metagenomics.	Melipona quadrifasciata	2	METAGENOMIC	RNA-Seq	Tailed bacteriophages (Caudoviricetes) dominate the microbiome of a diseased stingless bee.	REVIEW
PRJNA971188	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	AMPLICON sequencing (16S rRNA) is explicitly stated, which is not shotgun metagenomics regardless of the gut/fecal sample source.	Setophaga striata	146	GENOMIC	AMPLICON	Convergent remodelling of the gut microbiome is associated with host energetic condition over long-distance migration.	EXCLUDED
PRJNA850882	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON; library_source: GENOMIC (single-organism); Sample title and isolation source both reference 'mouse intestine' but strategy is AMPLICON not WGS/METAGENOMIC	Although the host body site (intestine) and host organism (Mus musculus) are clearly stated, the library_strategy is AMPLICON (not shotgun metagenomics) and library_source is GENOMIC (single-organism genome), indicating this is a single isolate genome or 16S amplicon study, not a shotgun metagenomic community analysis.	Mus musculus	1	GENOMIC	AMPLICON	Endogenous Coriobacteriaceae enriched by a high-fat diet promotes colorectal tumorigenesis through the CPT1A-ERK axis.	EXCLUDED
PRJNA892732	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	The study used AMPLICON sequencing (16S), not shotgun/WGS metagenomic methods, which disqualifies it from GUT_WGS classification regardless of host or likely body site.	Mus musculus	23	METAGENOMIC	AMPLICON	Endogenous Coriobacteriaceae enriched by a high-fat diet promotes colorectal tumorigenesis through the CPT1A-ERK axis.	EXCLUDED
PRJNA892765	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although feces (gut proxy) is explicitly stated and library_source is METAGENOMIC, the library_strategy is AMPLICON, which indicates 16S rRNA amplicon sequencing rather than shotgun metagenomics (WGS/METAGENOMIC strategy), disqualifying this as a shotgun metagenomic study.	feces metagenome	10	METAGENOMIC	AMPLICON	Endogenous Coriobacteriaceae enriched by a high-fat diet promotes colorectal tumorigenesis through the CPT1A-ERK axis.	EXCLUDED
PRJNA1035229	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	AMPLICON sequencing (16S rRNA gene profiling) is explicitly stated, which is not shotgun metagenomic sequencing.	Mus musculus	23	GENOMIC	AMPLICON	Probiotic potential of Lacticaseibacillus rhamnosus VHProbi M15 on sucralfate-induced constipation in mice.	EXCLUDED
PRJNA1006652	UNCERTAIN	low	explicit	library_strategy: RNA-Seq; library_source: METAGENOMIC; Isolation source: Gastrointestinal tissue	The study explicitly targets insect gut (Gastrointestinal tissue from Ceratitis capitata) using metagenomic sequencing, but library_strategy is listed as RNA-Seq rather than WGS/METAGENOMIC, creating ambiguity about whether this is shotgun metagenomics or RNA-based analysis that would disqualify it from GUT_WGS classification.	Ceratitis capitata	2	METAGENOMIC	RNA-Seq	Probiotic consortium modulating the gut microbiota composition and function of sterile Mediterranean fruit flies.	REVIEW
PRJNA952501	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	The study uses AMPLICON sequencing strategy (16S), not shotgun/WGS metagenomic sequencing, so it does not qualify as a shotgun metagenomic study regardless of body site.	Procambarus clarkii	12	METAGENOMIC	AMPLICON	Comparison of the gut microbiota and metabolism in different regions of Red Swamp Crayfish (Procambarus clarkii).	EXCLUDED
PRJNA491335	GUT_WGS	high	explicit	ENA study title: 'MIMS Environmental/Metagenome sample from feces metagenome'; Biome label: 'feces metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'WGS'; Host organism: 'Homo sapiens'	Fecal samples are an explicit proxy for gut microbiome, WGS metagenomics method is confirmed, and the host is an animal (human).	Homo sapiens	208	METAGENOMIC	WGS	Functional host-specific adaptation of the intestinal microbiome in hominids.	CONFIRMED_GUT
PRJNA692042	GUT_WGS	medium	inferred	Paper title: 'Functional host-specific adaptation of the intestinal microbiome in hominids'; library_source: METAGENOMIC; library_strategy: WGS; Host organisms: multiple ape/hominid species (Gorilla, Pan, Pongo)	The paper title explicitly mentions 'intestinal microbiome', confirming gut origin, and the WGS metagenomics methodology matches shotgun standards, but body_site is not stated in structured metadata fields so the gut inference relies on the title rather than explicit sample isolation_source or body_site field values.	Pan troglodytes verus	216	METAGENOMIC	WGS	Functional host-specific adaptation of the intestinal microbiome in hominids.	CONFIRMED_GUT
PRJNA1009258	GUT_WGS	high	explicit	Biome label: 'human gut metagenome'; library_source: 'METAGENOMIC'; library_strategy: 'Tn-Seq'; paper title explicitly mentions 'gut mycobiome'	The biome label explicitly identifies this as 'human gut metagenome', the library source is metagenomic (community DNA), the strategy is Tn-Seq (shotgun), and the paper title confirms gut mycobiome analysis in immunocompromised pediatric patients.	Homo sapiens	61	METAGENOMIC	Tn-Seq	High Diversity but Monodominance of Multidrug-Resistant Bacteria in Immunocompromised Pediatric Patients with Acute Lymphoblastic Leukemia Developing GVHD Are Not Associated with Changes in Gut Mycobiome.	CONFIRMED_GUT
