study_accession	verdict	confidence	body_site_signal	evidence	reasoning	host_species	n_samples	library_source	library_strategy	paper_title	tier
PRJNA430956	GUT_WGS	high	explicit	Biome label: 'gut metagenome'; Library source: 'METAGENOMIC'; Library strategy: 'WGS'; Paper title explicitly mentions 'Gut Microbiota'	The biome label explicitly states 'gut metagenome', the library source and strategy confirm shotgun metagenomic sequencing (WGS/METAGENOMIC), and the paper title confirms the study characterizes gut microbiota of baboons.	Papio kindae	8	METAGENOMIC	WGS	Characterization of Wild and Captive Baboon Gut Microbiota and Their Antibiotic Resistomes.	CONFIRMED_GUT
PRJNA472839	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study used AMPLICON sequencing (16S), not shotgun/WGS metagenomic methods, despite being from a gut site; AMPLICON is explicitly not shotgun metagenomics.	Rattus norvegicus	6	OTHER	AMPLICON	Responses of Intestinal Mucosal Barrier Functions of Rats to Simulated Weightlessness.	EXCLUDED
PRJNA419985	GUT_WGS	high	explicit	Biome label: 'rat gut metagenome'; Isolation source: 'stool'; Library source: 'METAGENOMIC'; Library strategy: 'WGS'	Multiple explicit markers confirm this is shotgun metagenomic sequencing of rat gut microbiome: the biome label directly states 'rat gut metagenome', stool is an explicit gut-proxy body site, and WGS metagenomic library construction confirms community DNA shotgun approach.	Rat	16	METAGENOMIC	WGS	Saturated long-chain fatty acid-producing bacteria contribute to enhanced colonic motility in rats.	CONFIRMED_GUT
PRJNA329560	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing (16S rRNA gene), not shotgun/WGS metagenomic sequencing, despite the paper title mentioning gut microbiota and biome labels including 'gut metagenome'.	Ictalurus punctatus	89	METAGENOMIC	AMPLICON	Comparison of Channel Catfish and Blue Catfish Gut Microbiota Assemblages Shows Minimal Effects of Host Genetics on Microbial Structure and Inferred Function.	EXCLUDED
PRJNA381379	GUT_WGS	high	explicit	Paper title explicitly states 'faecal microbiota'; ENA study title states 'kakapo fecal metagenomes'; sample titles state 'kakapo feces'; isolation source states 'kakapo feces'; biome label includes 'gut metagenome'; library_strategy is WGS.	Multiple explicit references to fecal/faecal samples and gut metagenome designation, combined with WGS shotgun sequencing strategy, confirm this is a shotgun metagenomic study of an animal gut microbiome.	Strigops habroptila	3	GENOMIC	WGS	Network-guided genomic and metagenomic analysis of the faecal microbiota of the critically endangered kakapo.	CONFIRMED_GUT
PRJNA342544	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON (not WGS or METAGENOMIC); isolation_source: feces	Although the study targets mouse gut microbiota from fecal samples, the library_strategy is AMPLICON (16S), not shotgun metagenomics, so it does not qualify as a WGS metagenomic study.	Mus musculus	1	METAGENOMIC	AMPLICON	Modulation of Active Gut Microbiota by Lactobacillus rhamnosus GG in a Diet Induced Obesity Murine Model.	EXCLUDED
PRJEB22905	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which represents 16S/targeted amplicon sequencing, not shotgun metagenomics (WGS/METAGENOMIC), disqualifying it from GUT_WGS classification regardless of the gut body site.	Aedes aegypti	92	METAGENOMIC	AMPLICON	Diverse laboratory colonies of Aedes aegypti harbor the same adult midgut bacterial microbiome.	EXCLUDED
PRJNA414273	NOT_METAGENOMIC	high	none	library_source: GENOMIC (not METAGENOMIC); paper title indicates 'hologenomic adaptations' suggesting host genome sequencing; sample described as 'Model organism or animal sample from Desmodus rotundus' without any gut/fecal/intestinal specification	The library_source is explicitly GENOMIC (single-organism genome), not METAGENOMIC (community DNA), and there is no indication of gut microbiome sampling in any field.	Desmodus rotundus	1	GENOMIC	WGS	Hologenomic adaptations underlying the evolution of sanguivory in the common vampire bat.	EXCLUDED
PRJNA415003	GUT_WGS	high	explicit	Isolation source(s): feces; library_source: METAGENOMIC; library_strategy: WGS	Shotgun metagenomic sequencing (WGS + METAGENOMIC) of fecal samples from bat hosts, which is an explicit gut-proxy body site.	Desmodus rotundus	50	METAGENOMIC	WGS	Hologenomic adaptations underlying the evolution of sanguivory in the common vampire bat.	CONFIRMED_GUT
PRJNA279212	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing (16S), not shotgun/WGS metagenomic methods, despite the metagenomic biome label and intestinal origin.	Fejervarya limnocharis	1	METAGENOMIC	AMPLICON	Composition and Functional Specialists of the Gut Microbiota of Frogs Reflect Habitat Differences and Agricultural Activity.	EXCLUDED
PRJNA89097	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly stated as AMPLICON, which indicates 16S rRNA gene sequencing rather than shotgun metagenomics (WGS), disqualifying this as a shotgun metagenomic study despite the gut microbiome context.	Mus musculus	37	GENOMIC	AMPLICON	Modulation of the intestinal bile acid/farnesoid X receptor/fibroblast growth factor 15 axis improves alcoholic liver disease in mice.	EXCLUDED
PRJEB19895	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	AMPLICON sequencing (16S) is explicitly stated, which is not shotgun metagenomics and therefore does not qualify as WGS metagenomics regardless of the gut microbiome context.	human-healthy children	13	METAGENOMIC	AMPLICON	Diet, Environments, and Gut Microbiota. A Preliminary Investigation in Children Living in Rural and Urban Burkina Faso and Italy.	EXCLUDED
PRJNA343678	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly stated as AMPLICON, which indicates 16S rRNA gene sequencing, not shotgun metagenomics (WGS/METAGENOMIC); therefore this is not a shotgun metagenomic study despite the gut metagenome classification labels.	Gallus gallus	115	METAGENOMIC	AMPLICON	Feed-additive probiotics accelerate yet antibiotics delay intestinal microbiota maturation in broiler chicken.	EXCLUDED
PRJEB21054	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON; library_source: METAGENOMIC; Isolation source: stool	Although the study targets gut material (stool) from an animal host, the library_strategy is AMPLICON (not WGS/METAGENOMIC shotgun), which means this is 16S amplicon sequencing, not shotgun metagenomics.	Tremarctos ornatus	21	METAGENOMIC	AMPLICON	Captivity Shapes the Gut Microbiota of Andean Bears: Insights into Health Surveillance.	EXCLUDED
PRJNA362233	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON; biome label: 'gut metagenome'; sample title: 'Asimplex v4 16s sequences'	Although the study targets the Mormon cricket (Anabrus simplex) gut microbiome, the sequencing strategy is AMPLICON (16S rRNA gene sequencing), not shotgun/WGS metagenomic sequencing, which disqualifies it from the GUT_WGS category.	Anabrus simplex	59	METAGENOMIC	AMPLICON	Spatial Structure of the Mormon Cricket Gut Microbiome and its Predicted Contribution to Nutrition and Immune Function.	EXCLUDED
PRJNA341914	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	AMPLICON sequencing (16S) is explicitly stated, which excludes this from shotgun metagenomics regardless of the metagenomic library source label.	brown tree frog	2	METAGENOMIC	AMPLICON	Inferring Microbial Interactions in the Gut of the Hong Kong Whipping Frog (Polypedates megacephalus) and a Validation Using Probiotics.	EXCLUDED
PRJNA371720	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the study targets mouse gut microbiome (explicit), the library_strategy is AMPLICON (16S), not WGS/METAGENOMIC shotgun sequencing, which disqualifies it from the GUT_WGS category.	Mus musculus	91	METAGENOMIC	AMPLICON	Microbiome and metabolome modifying effects of several cardiovascular disease interventions in apo-E(-/-) mice.	EXCLUDED
PRJNA320968	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S rRNA gene sequencing rather than shotgun metagenomics, disqualifying this as a WGS metagenomic study despite the gut source and metagenomic biome label.	Salamandra salamandra	213	METAGENOMIC	AMPLICON	Amphibian gut microbiota shifts differentially in community structure but converges on habitat-specific predicted functions.	EXCLUDED
PRJEB8035	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	AMPLICON sequencing (16S rRNA gene) is explicitly stated, which is not shotgun metagenomic sequencing and therefore does not meet the WGS/shotgun metagenomics requirement for GUT_WGS classification.	Mus musculus	538	OTHER	AMPLICON	Dietary Emulsifier-Induced Low-Grade Inflammation Promotes Colon Carcinogenesis.	EXCLUDED
PRJEB13279	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S amplicon sequencing, not shotgun/WGS metagenomic sequencing, despite the metagenomic biome label and metagenomic library source.		159	METAGENOMIC	AMPLICON	Prolonged transfer of feces from the lean mice modulates gut microbiota in obese mice.	EXCLUDED
PRJEB12306	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly marked as AMPLICON, which indicates 16S amplicon sequencing rather than shotgun metagenomic sequencing, despite the metagenomic library_source designation and gut-related metadata.	rat gut metagenome	136	METAGENOMIC	AMPLICON	Effect of postnatal low-dose exposure to environmental chemicals on the gut microbiome in a rodent model.	EXCLUDED
PRJNA297907	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the samples are from cow feces (a gut-proxy site), the sequencing method is AMPLICON (16S), not shotgun/WGS metagenomic, which disqualifies this as a GUT_WGS study.	cow dung metagenome	80	METAGENOMIC	AMPLICON	Rapid Microbiome Changes in Freshly Deposited Cow Feces under Field Conditions.	EXCLUDED
PRJNA281761	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing strategy (not WGS/METAGENOMIC shotgun), which typically targets 16S rRNA and is not shotgun metagenomics despite the metagenomic library source annotation.	Mus musculus	30	METAGENOMIC	AMPLICON	Influence of whole-wheat consumption on fecal microbial community structure of obese diabetic mice.	EXCLUDED
PRJNA269993	GUT_WGS	high	explicit	Paper title: 'Metagenomic Analysis of Antibiotic Resistance Genes in Dairy Cow Feces...'; ENA study title: 'Bacterial metagenome isolated from cow feces'; Biome label: 'bovine gut metagenome'; Sample title: 'Bacterial metagenome isolated from cow feces'; library_source: METAGENOMIC; library_strategy: WGS	Multiple explicit statements identify this as shotgun metagenomic sequencing (WGS + METAGENOMIC library source) of cow feces (gut-proxy), with consistent terminology across title, biome label, and sample metadata.	Cow	1	METAGENOMIC	WGS	Metagenomic Analysis of Antibiotic Resistance Genes in Dairy Cow Feces following Therapeutic Administration of Third Generation Cephalosporin.	CONFIRMED_GUT
PRJNA280489	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	Although the study is of an animal gut microbiome (Macrobrachium nipponense shrimp gut, explicitly stated), the library_strategy is AMPLICON (16S), not WGS/METAGENOMIC shotgun sequencing, which disqualifies it from the GUT_WGS category.	Macrobrachium nipponense	6	METAGENOMIC	AMPLICON	Effects of Host Phylogeny and Habitats on Gut Microbiomes of Oriental River Prawn (Macrobrachium nipponense).	EXCLUDED
PRJEB8312	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing (16S), not shotgun/WGS metagenomic sequencing, which excludes it from the GUT_WGS category despite having explicit gut body site evidence and metagenomic source metadata.	Apodemus flavicollis	131	METAGENOMIC	AMPLICON	Interactions between multiple helminths and the gut microbiota in wild rodents.	EXCLUDED
PRJNA283552	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	AMPLICON sequencing (16S) is explicitly stated, which is not shotgun metagenomics and therefore does not qualify as WGS metagenomic regardless of body site.	Mus musculus	448	METAGENOMIC	AMPLICON	Metabolic and metagenomic outcomes from early-life pulsed antibiotic treatment.	EXCLUDED
PRJEB6941	UNCERTAIN	low	none	Paper title mentions 'intestinal viromes' but sample biome label is 'synthetic metagenome' with no host organism, host body site, or isolation source specified.	Although the paper title explicitly references intestinal viromes, the ENA metadata indicates a synthetic metagenome with no animal host or body site information, making it impossible to confirm this is a genuine animal gut study versus a methodological benchmark using synthetic samples.	synthetic metagenome	8	METAGENOMIC	WGS	Evaluation of methods to purify virus-like particles for metagenomic sequencing of intestinal viromes.	REVIEW
PRJEB5969	NOT_METAGENOMIC	high	none	library_strategy: AMPLICON	The study used AMPLICON sequencing (16S, not shotgun WGS/metagenomic), which disqualifies it from the GUT_WGS category regardless of the rat host or likely gut sampling.	Rattus norvegicus	67	GENOMIC	AMPLICON	Age and microenvironment outweigh genetic influence on the Zucker rat microbiome.	EXCLUDED
PRJNA240141	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The library_strategy is explicitly AMPLICON, which indicates 16S amplicon sequencing, not shotgun/WGS metagenomic sequencing, despite the gut/fecal sample origin being clearly stated.	Elephas maximus indicus	2	METAGENOMIC	AMPLICON	A comparative metagenome survey of the fecal microbiota of a breast- and a plant-fed Asian elephant reveals an unexpectedly high diversity of glycoside hydrolase family enzymes.	EXCLUDED
PRJNA237098	NOT_METAGENOMIC	high	explicit	library_strategy: AMPLICON	The study uses AMPLICON sequencing (16S rRNA gene amplification), not shotgun/WGS metagenomic sequencing, so it does not qualify as a WGS metagenomic study despite having gut samples and metagenomic biome labels.	Hirudo verbana	4	METAGENOMIC	AMPLICON	Metagenomic analysis of the medicinal leech gut microbiota.	EXCLUDED
PRJNA158313	GUT_WGS	high	explicit	Sample titles: 'feccal sample of Rhinopithecus bieti; feccal sample of pygmy loris'; library_source: METAGENOMIC; library_strategy: WGS; Biome label includes 'gut metagenome'	Fecal samples are explicitly stated, library_source is METAGENOMIC with WGS strategy indicating shotgun metagenomics, and gut metagenome is explicitly labeled in biome information.	Rhinopithecus bieti	2	METAGENOMIC	WGS	Gene sets for utilization of primary and secondary nutrition supplies in the distal gut of endangered Iberian lynx.	CONFIRMED_GUT
